timestamp,region,cluster_id,gpu_type,available_gpus,queue_depth_jobs,est_wait_hours
2025-06-01T10:00:00+00:00,us-east,us-east-cluster-1,a100,0,31,3.22
2025-06-01T10:00:00+00:00,us-south,us-south-cluster-1,a100,71,6,0.6
2025-06-01T11:00:00+00:00,us-west,us-west-cluster-1,a100,25,18,2.02
2025-06-01T11:00:00+00:00,us-east,us-east-cluster-1,a100,0,37,3.94
2025-06-01T11:00:00+00:00,us-south,us-south-cluster-1,a100,60,6,0.77
2025-06-01T12:00:00+00:00,us-west,us-west-cluster-1,a100,0,36,3.73
2025-06-01T12:00:00+00:00,us-east,us-east-cluster-1,a100,0,66,6.64
2025-06-01T12:00:00+00:00,us-south,us-south-cluster-1,a100,46,12,1.42
2025-06-01T13:00:00+00:00,us-west,us-west-cluster-1,a100,0,35,3.24
2025-06-01T13:00:00+00:00,us-east,us-east-cluster-1,a100,0,59,5.83
2025-06-01T13:00:00+00:00,us-south,us-south-cluster-1,a100,44,11,1.15
2025-06-01T14:00:00+00:00,us-west,us-west-cluster-1,a100,0,35,3.62
2025-06-01T14:00:00+00:00,us-east,us-east-cluster-1,a100,0,60,6.02
2025-06-01T14:00:00+00:00,us-south,us-south-cluster-1,a100,40,11,1.24
2025-06-01T15:00:00+00:00,us-west,us-west-cluster-1,a100,0,41,4.34
2025-06-01T15:00:00+00:00,us-east,us-east-cluster-1,a100,0,67,6.6
2025-06-01T15:00:00+00:00,us-south,us-south-cluster-1,a100,44,13,1.35
2025-06-01T16:00:00+00:00,us-west,us-west-cluster-1,a100,0,31,3.29
2025-06-01T16:00:00+00:00,us-east,us-east-cluster-1,a100,0,54,5.33
2025-06-01T16:00:00+00:00,us-south,us-south-cluster-1,a100,60,9,1.1
2025-06-01T17:00:00+00:00,us-west,us-west-cluster-1,a100,0,37,4.07
2025-06-01T17:00:00+00:00,us-east,us-east-cluster-1,a100,0,62,6.41
2025-06-01T17:00:00+00:00,us-south,us-south-cluster-1,a100,49,11,1.3
2025-06-01T18:00:00+00:00,us-west,us-west-cluster-1,a100,0,32,3.76
2025-06-01T18:00:00+00:00,us-east,us-east-cluster-1,a100,0,65,6.74
2025-06-01T18:00:00+00:00,us-south,us-south-cluster-1,a100,33,14,1.32
2025-06-01T19:00:00+00:00,us-west,us-west-cluster-1,a100,0,36,3.6
2025-06-01T19:00:00+00:00,us-east,us-east-cluster-1,a100,0,55,5.45
2025-06-01T19:00:00+00:00,us-south,us-south-cluster-1,a100,34,15,1.18
2025-06-01T20:00:00+00:00,us-west,us-west-cluster-1,a100,58,8,1.0
2025-06-01T20:00:00+00:00,us-east,us-east-cluster-1,a100,39,15,1.48
2025-06-01T20:00:00+00:00,us-south,us-south-cluster-1,a100,74,3,0.29
2025-06-01T21:00:00+00:00,us-west,us-west-cluster-1,a100,69,4,0.67
2025-06-01T21:00:00+00:00,us-east,us-east-cluster-1,a100,21,17,1.93
2025-06-01T21:00:00+00:00,us-south,us-south-cluster-1,a100,77,2,0.2
2025-06-01T22:00:00+00:00,us-west,us-west-cluster-1,a100,67,4,0.58
2025-06-01T22:00:00+00:00,us-east,us-east-cluster-1,a100,50,9,1.15
2025-06-01T22:00:00+00:00,us-south,us-south-cluster-1,a100,78,1,0.26
2025-06-01T23:00:00+00:00,us-west,us-west-cluster-1,a100,69,2,0.49
2025-06-01T23:00:00+00:00,us-east,us-east-cluster-1,a100,55,9,0.85
2025-06-01T23:00:00+00:00,us-south,us-south-cluster-1,a100,76,0,0.14
2025-06-02T00:00:00+00:00,us-west,us-west-cluster-1,a100,77,2,0.42
2025-06-02T00:00:00+00:00,us-east,us-east-cluster-1,a100,52,8,0.89
2025-06-02T00:00:00+00:00,us-south,us-south-cluster-1,a100,69,3,0.13
2025-06-02T01:00:00+00:00,us-west,us-west-cluster-1,a100,55,9,0.8
2025-06-02T01:00:00+00:00,us-east,us-east-cluster-1,a100,26,19,1.96
2025-06-02T01:00:00+00:00,us-south,us-south-cluster-1,a100,88,1,0.24
2025-06-02T02:00:00+00:00,us-west,us-west-cluster-1,a100,67,6,0.82
2025-06-02T02:00:00+00:00,us-east,us-east-cluster-1,a100,28,15,1.59
2025-06-02T02:00:00+00:00,us-south,us-south-cluster-1,a100,83,2,0.31
2025-06-02T03:00:00+00:00,us-west,us-west-cluster-1,a100,60,3,0.55
2025-06-02T03:00:00+00:00,us-east,us-east-cluster-1,a100,54,10,0.98
2025-06-02T03:00:00+00:00,us-south,us-south-cluster-1,a100,83,1,0.22
2025-06-02T04:00:00+00:00,us-west,us-west-cluster-1,a100,52,9,0.73
2025-06-02T04:00:00+00:00,us-east,us-east-cluster-1,a100,23,17,1.4
2025-06-02T04:00:00+00:00,us-south,us-south-cluster-1,a100,70,3,0.27
2025-06-02T05:00:00+00:00,us-west,us-west-cluster-1,a100,62,5,0.69
2025-06-02T05:00:00+00:00,us-east,us-east-cluster-1,a100,55,8,1.12
2025-06-02T05:00:00+00:00,us-south,us-south-cluster-1,a100,69,5,0.23
2025-06-02T06:00:00+00:00,us-west,us-west-cluster-1,a100,68,3,0.45
2025-06-02T06:00:00+00:00,us-east,us-east-cluster-1,a100,47,12,1.13
2025-06-02T06:00:00+00:00,us-south,us-south-cluster-1,a100,83,1,0.31
2025-06-02T07:00:00+00:00,us-west,us-west-cluster-1,a100,76,2,0.27
2025-06-02T07:00:00+00:00,us-east,us-east-cluster-1,a100,59,5,0.95
2025-06-02T07:00:00+00:00,us-south,us-south-cluster-1,a100,77,4,0.21
2025-06-02T08:00:00+00:00,us-west,us-west-cluster-1,a100,2,26,2.74
2025-06-02T08:00:00+00:00,us-east,us-east-cluster-1,a100,0,40,4.08
2025-06-02T08:00:00+00:00,us-south,us-south-cluster-1,a100,64,7,0.9
2025-06-02T09:00:00+00:00,us-west,us-west-cluster-1,a100,20,19,1.9
2025-06-02T09:00:00+00:00,us-east,us-east-cluster-1,a100,0,35,3.86
2025-06-02T09:00:00+00:00,us-south,us-south-cluster-1,a100,63,6,0.79
2025-06-02T10:00:00+00:00,us-west,us-west-cluster-1,a100,9,24,2.43
2025-06-02T10:00:00+00:00,us-east,us-east-cluster-1,a100,0,45,4.25
2025-06-02T10:00:00+00:00,us-south,us-south-cluster-1,a100,38,10,0.8
2025-06-02T11:00:00+00:00,us-west,us-west-cluster-1,a100,1,26,2.52
2025-06-02T11:00:00+00:00,us-east,us-east-cluster-1,a100,0,39,3.94
2025-06-02T11:00:00+00:00,us-south,us-south-cluster-1,a100,56,9,0.75
2025-06-02T12:00:00+00:00,us-west,us-west-cluster-1,a100,0,41,3.88
2025-06-02T12:00:00+00:00,us-east,us-east-cluster-1,a100,0,64,6.58
2025-06-02T12:00:00+00:00,us-south,us-south-cluster-1,a100,46,13,1.32
2025-06-02T13:00:00+00:00,us-west,us-west-cluster-1,a100,0,38,3.86
2025-06-02T13:00:00+00:00,us-east,us-east-cluster-1,a100,0,65,6.52
2025-06-02T13:00:00+00:00,us-south,us-south-cluster-1,a100,55,11,1.28
2025-06-02T14:00:00+00:00,us-west,us-west-cluster-1,a100,0,40,3.91
2025-06-02T14:00:00+00:00,us-east,us-east-cluster-1,a100,0,66,6.72
2025-06-02T14:00:00+00:00,us-south,us-south-cluster-1,a100,33,14,1.21
2025-06-02T15:00:00+00:00,us-west,us-west-cluster-1,a100,0,34,3.56
2025-06-02T15:00:00+00:00,us-east,us-east-cluster-1,a100,0,66,6.63
2025-06-02T15:00:00+00:00,us-south,us-south-cluster-1,a100,42,11,1.31
2025-06-02T16:00:00+00:00,us-west,us-west-cluster-1,a100,0,39,3.74
2025-06-02T16:00:00+00:00,us-east,us-east-cluster-1,a100,0,59,5.9
2025-06-02T16:00:00+00:00,us-south,us-south-cluster-1,a100,42,11,1.16
2025-06-02T17:00:00+00:00,us-west,us-west-cluster-1,a100,0,41,4.21
2025-06-02T17:00:00+00:00,us-east,us-east-cluster-1,a100,0,66,6.64
2025-06-02T17:00:00+00:00,us-south,us-south-cluster-1,a100,36,14,1.38
2025-06-02T18:00:00+00:00,us-west,us-west-cluster-1,a100,0,35,3.61
2025-06-02T18:00:00+00:00,us-east,us-east-cluster-1,a100,0,58,5.85
2025-06-02T18:00:00+00:00,us-south,us-south-cluster-1,a100,41,13,1.31
2025-06-02T19:00:00+00:00,us-west,us-west-cluster-1,a100,0,38,3.61
2025-06-02T19:00:00+00:00,us-east,us-east-cluster-1,a100,0,60,6.06
2025-06-02T19:00:00+00:00,us-south,us-south-cluster-1,a100,55,9,1.32
2025-06-02T20:00:00+00:00,us-west,us-west-cluster-1,a100,66,8,0.85
2025-06-02T20:00:00+00:00,us-east,us-east-cluster-1,a100,56,6,0.92
2025-06-02T20:00:00+00:00,us-south,us-south-cluster-1,a100,66,1,0.12
2025-06-02T21:00:00+00:00,us-west,us-west-cluster-1,a100,68,4,0.58
2025-06-02T21:00:00+00:00,us-east,us-east-cluster-1,a100,38,14,1.13
2025-06-02T21:00:00+00:00,us-south,us-south-cluster-1,a100,77,0,0.16
2025-06-02T22:00:00+00:00,us-west,us-west-cluster-1,a100,59,6,0.45
2025-06-02T22:00:00+00:00,us-east,us-east-cluster-1,a100,49,11,1.07
2025-06-02T22:00:00+00:00,us-south,us-south-cluster-1,a100,84,0,0.13
2025-06-02T23:00:00+00:00,us-west,us-west-cluster-1,a100,66,5,0.67
2025-06-02T23:00:00+00:00,us-east,us-east-cluster-1,a100,52,7,0.55
2025-06-02T23:00:00+00:00,us-south,us-south-cluster-1,a100,64,3,0.17
2025-06-03T00:00:00+00:00,us-west,us-west-cluster-1,a100,59,7,0.7
2025-06-03T00:00:00+00:00,us-east,us-east-cluster-1,a100,60,6,0.45
2025-06-03T00:00:00+00:00,us-south,us-south-cluster-1,a100,77,0,0.19
2025-06-03T01:00:00+00:00,us-west,us-west-cluster-1,a100,68,4,0.45
2025-06-03T01:00:00+00:00,us-east,us-east-cluster-1,a100,50,9,0.67
2025-06-03T01:00:00+00:00,us-south,us-south-cluster-1,a100,80,0,0.19
2025-06-03T02:00:00+00:00,us-west,us-west-cluster-1,a100,54,8,0.78
2025-06-03T02:00:00+00:00,us-east,us-east-cluster-1,a100,50,9,1.04
2025-06-03T02:00:00+00:00,us-south,us-south-cluster-1,a100,71,2,0.2
2025-06-03T03:00:00+00:00,us-west,us-west-cluster-1,a100,57,6,0.62
2025-06-03T03:00:00+00:00,us-east,us-east-cluster-1,a100,64,5,0.92
2025-06-03T03:00:00+00:00,us-south,us-south-cluster-1,a100,68,4,0.2
2025-06-03T04:00:00+00:00,us-west,us-west-cluster-1,a100,57,8,0.62
2025-06-03T04:00:00+00:00,us-east,us-east-cluster-1,a100,40,9,0.89
2025-06-03T04:00:00+00:00,us-south,us-south-cluster-1,a100,75,2,0.25
2025-06-03T05:00:00+00:00,us-west,us-west-cluster-1,a100,63,5,0.71
2025-06-03T05:00:00+00:00,us-east,us-east-cluster-1,a100,65,6,0.95
2025-06-03T05:00:00+00:00,us-south,us-south-cluster-1,a100,71,2,0.28
2025-06-03T06:00:00+00:00,us-west,us-west-cluster-1,a100,63,7,0.77
2025-06-03T06:00:00+00:00,us-east,us-east-cluster-1,a100,41,9,1.19
2025-06-03T06:00:00+00:00,us-south,us-south-cluster-1,a100,77,3,0.17
2025-06-03T07:00:00+00:00,us-west,us-west-cluster-1,a100,55,10,0.74
2025-06-03T07:00:00+00:00,us-east,us-east-cluster-1,a100,60,10,1.26
2025-06-03T07:00:00+00:00,us-south,us-south-cluster-1,a100,66,3,0.31
2025-06-03T08:00:00+00:00,us-west,us-west-cluster-1,a100,8,22,2.08
2025-06-03T08:00:00+00:00,us-east,us-east-cluster-1,a100,0,41,4.09
2025-06-03T08:00:00+00:00,us-south,us-south-cluster-1,a100,62,7,0.8
2025-06-03T09:00:00+00:00,us-west,us-west-cluster-1,a100,10,19,2.0
2025-06-03T09:00:00+00:00,us-east,us-east-cluster-1,a100,0,39,3.63
2025-06-03T09:00:00+00:00,us-south,us-south-cluster-1,a100,71,4,0.72
2025-06-03T10:00:00+00:00,us-west,us-west-cluster-1,a100,31,19,2.28
2025-06-03T10:00:00+00:00,us-east,us-east-cluster-1,a100,0,37,3.79
2025-06-03T10:00:00+00:00,us-south,us-south-cluster-1,a100,74,5,0.67
2025-06-03T11:00:00+00:00,us-west,us-west-cluster-1,a100,25,21,2.11
2025-06-03T11:00:00+00:00,us-east,us-east-cluster-1,a100,0,35,3.15
2025-06-03T11:00:00+00:00,us-south,us-south-cluster-1,a100,47,11,0.65
2025-06-03T12:00:00+00:00,us-west,us-west-cluster-1,a100,0,31,3.34
2025-06-03T12:00:00+00:00,us-east,us-east-cluster-1,a100,0,51,5.25
2025-06-03T12:00:00+00:00,us-south,us-south-cluster-1,a100,51,10,1.13
2025-06-03T13:00:00+00:00,us-west,us-west-cluster-1,a100,0,36,3.8
2025-06-03T13:00:00+00:00,us-east,us-east-cluster-1,a100,0,56,5.7
2025-06-03T13:00:00+00:00,us-south,us-south-cluster-1,a100,43,11,1.15
2025-06-03T14:00:00+00:00,us-west,us-west-cluster-1,a100,0,36,3.6
2025-06-03T14:00:00+00:00,us-east,us-east-cluster-1,a100,0,60,6.09
2025-06-03T14:00:00+00:00,us-south,us-south-cluster-1,a100,35,14,1.19
2025-06-03T15:00:00+00:00,us-west,us-west-cluster-1,a100,0,33,3.37
2025-06-03T15:00:00+00:00,us-east,us-east-cluster-1,a100,0,64,6.35
2025-06-03T15:00:00+00:00,us-south,us-south-cluster-1,a100,46,11,1.27
2025-06-03T16:00:00+00:00,us-west,us-west-cluster-1,a100,0,38,3.96
2025-06-03T16:00:00+00:00,us-east,us-east-cluster-1,a100,0,69,7.32
2025-06-03T16:00:00+00:00,us-south,us-south-cluster-1,a100,41,12,1.34
2025-06-03T17:00:00+00:00,us-west,us-west-cluster-1,a100,0,35,3.38
2025-06-03T17:00:00+00:00,us-east,us-east-cluster-1,a100,0,55,5.69
2025-06-03T17:00:00+00:00,us-south,us-south-cluster-1,a100,44,12,1.15
2025-06-03T18:00:00+00:00,us-west,us-west-cluster-1,a100,0,42,3.65
2025-06-03T18:00:00+00:00,us-east,us-east-cluster-1,a100,0,63,6.63
2025-06-03T18:00:00+00:00,us-south,us-south-cluster-1,a100,29,15,1.28
2025-06-03T19:00:00+00:00,us-west,us-west-cluster-1,a100,0,42,4.12
2025-06-03T19:00:00+00:00,us-east,us-east-cluster-1,a100,0,63,6.54
2025-06-03T19:00:00+00:00,us-south,us-south-cluster-1,a100,47,12,1.24
2025-06-03T20:00:00+00:00,us-west,us-west-cluster-1,a100,56,8,0.7
2025-06-03T20:00:00+00:00,us-east,us-east-cluster-1,a100,58,8,1.09
2025-06-03T20:00:00+00:00,us-south,us-south-cluster-1,a100,68,3,0.21
2025-06-03T21:00:00+00:00,us-west,us-west-cluster-1,a100,66,1,0.36
2025-06-03T21:00:00+00:00,us-east,us-east-cluster-1,a100,52,7,1.06
2025-06-03T21:00:00+00:00,us-south,us-south-cluster-1,a100,82,0,0.1
2025-06-03T22:00:00+00:00,us-west,us-west-cluster-1,a100,64,6,0.88
2025-06-03T22:00:00+00:00,us-east,us-east-cluster-1,a100,57,10,1.14
2025-06-03T22:00:00+00:00,us-south,us-south-cluster-1,a100,82,1,0.18
2025-06-03T23:00:00+00:00,us-west,us-west-cluster-1,a100,47,10,0.82
2025-06-03T23:00:00+00:00,us-east,us-east-cluster-1,a100,55,10,1.0
2025-06-03T23:00:00+00:00,us-south,us-south-cluster-1,a100,80,1,0.23
2025-06-04T00:00:00+00:00,us-west,us-west-cluster-1,a100,51,6,0.75
2025-06-04T00:00:00+00:00,us-east,us-east-cluster-1,a100,55,8,0.52
2025-06-04T00:00:00+00:00,us-south,us-south-cluster-1,a100,74,2,0.16
2025-06-04T01:00:00+00:00,us-west,us-west-cluster-1,a100,63,5,0.48
2025-06-04T01:00:00+00:00,us-east,us-east-cluster-1,a100,59,6,0.77
2025-06-04T01:00:00+00:00,us-south,us-south-cluster-1,a100,80,1,0.22
2025-06-04T02:00:00+00:00,us-west,us-west-cluster-1,a100,63,5,0.74
2025-06-04T02:00:00+00:00,us-east,us-east-cluster-1,a100,40,12,0.89
2025-06-04T02:00:00+00:00,us-south,us-south-cluster-1,a100,78,0,0.16
2025-06-04T03:00:00+00:00,us-west,us-west-cluster-1,a100,65,6,0.86
2025-06-04T03:00:00+00:00,us-east,us-east-cluster-1,a100,30,15,1.6
2025-06-04T03:00:00+00:00,us-south,us-south-cluster-1,a100,75,3,0.23
2025-06-04T04:00:00+00:00,us-west,us-west-cluster-1,a100,75,2,0.5
2025-06-04T04:00:00+00:00,us-east,us-east-cluster-1,a100,29,16,1.43
2025-06-04T04:00:00+00:00,us-south,us-south-cluster-1,a100,83,1,0.22
2025-06-04T05:00:00+00:00,us-west,us-west-cluster-1,a100,67,6,0.49
2025-06-04T05:00:00+00:00,us-east,us-east-cluster-1,a100,70,7,0.76
2025-06-04T05:00:00+00:00,us-south,us-south-cluster-1,a100,80,0,0.17
2025-06-04T06:00:00+00:00,us-west,us-west-cluster-1,a100,64,4,0.46
2025-06-04T06:00:00+00:00,us-east,us-east-cluster-1,a100,25,14,1.15
2025-06-04T06:00:00+00:00,us-south,us-south-cluster-1,a100,59,4,0.24
2025-06-04T07:00:00+00:00,us-west,us-west-cluster-1,a100,40,11,0.83
2025-06-04T07:00:00+00:00,us-east,us-east-cluster-1,a100,33,12,0.93
2025-06-04T07:00:00+00:00,us-south,us-south-cluster-1,a100,79,0,0.26
2025-06-04T08:00:00+00:00,us-west,us-west-cluster-1,a100,16,23,2.06
2025-06-04T08:00:00+00:00,us-east,us-east-cluster-1,a100,0,36,3.53
2025-06-04T08:00:00+00:00,us-south,us-south-cluster-1,a100,50,8,0.67
2025-06-04T09:00:00+00:00,us-west,us-west-cluster-1,a100,21,22,2.1
2025-06-04T09:00:00+00:00,us-east,us-east-cluster-1,a100,0,33,3.41
2025-06-04T09:00:00+00:00,us-south,us-south-cluster-1,a100,54,6,0.7
2025-06-04T10:00:00+00:00,us-west,us-west-cluster-1,a100,14,24,2.27
2025-06-04T10:00:00+00:00,us-east,us-east-cluster-1,a100,0,33,3.43
2025-06-04T10:00:00+00:00,us-south,us-south-cluster-1,a100,65,7,0.75
2025-06-04T11:00:00+00:00,us-west,us-west-cluster-1,a100,28,17,1.99
2025-06-04T11:00:00+00:00,us-east,us-east-cluster-1,a100,0,34,3.65
2025-06-04T11:00:00+00:00,us-south,us-south-cluster-1,a100,79,1,0.71
2025-06-04T12:00:00+00:00,us-west,us-west-cluster-1,a100,0,32,3.53
2025-06-04T12:00:00+00:00,us-east,us-east-cluster-1,a100,0,57,5.62
2025-06-04T12:00:00+00:00,us-south,us-south-cluster-1,a100,38,14,1.17
2025-06-04T13:00:00+00:00,us-west,us-west-cluster-1,a100,0,32,3.03
2025-06-04T13:00:00+00:00,us-east,us-east-cluster-1,a100,0,59,6.31
2025-06-04T13:00:00+00:00,us-south,us-south-cluster-1,a100,48,12,1.06
2025-06-04T14:00:00+00:00,us-west,us-west-cluster-1,a100,0,39,3.87
2025-06-04T14:00:00+00:00,us-east,us-east-cluster-1,a100,0,68,6.77
2025-06-04T14:00:00+00:00,us-south,us-south-cluster-1,a100,31,14,1.34
2025-06-04T15:00:00+00:00,us-west,us-west-cluster-1,a100,0,40,3.98
2025-06-04T15:00:00+00:00,us-east,us-east-cluster-1,a100,0,67,6.93
2025-06-04T15:00:00+00:00,us-south,us-south-cluster-1,a100,39,15,1.45
2025-06-04T16:00:00+00:00,us-west,us-west-cluster-1,a100,0,35,3.53
2025-06-04T16:00:00+00:00,us-east,us-east-cluster-1,a100,0,53,5.37
2025-06-04T16:00:00+00:00,us-south,us-south-cluster-1,a100,40,11,1.13
2025-06-04T17:00:00+00:00,us-west,us-west-cluster-1,a100,0,35,3.57
2025-06-04T17:00:00+00:00,us-east,us-east-cluster-1,a100,0,64,6.21
2025-06-04T17:00:00+00:00,us-south,us-south-cluster-1,a100,50,9,1.23
2025-06-04T18:00:00+00:00,us-west,us-west-cluster-1,a100,0,46,4.08
2025-06-04T18:00:00+00:00,us-east,us-east-cluster-1,a100,0,65,6.82
2025-06-04T18:00:00+00:00,us-south,us-south-cluster-1,a100,36,13,1.4
2025-06-04T19:00:00+00:00,us-west,us-west-cluster-1,a100,0,39,4.0
2025-06-04T19:00:00+00:00,us-east,us-east-cluster-1,a100,0,65,6.67
2025-06-04T19:00:00+00:00,us-south,us-south-cluster-1,a100,39,11,1.32
2025-06-04T20:00:00+00:00,us-west,us-west-cluster-1,a100,70,5,0.76
2025-06-04T20:00:00+00:00,us-east,us-east-cluster-1,a100,64,7,0.87
2025-06-04T20:00:00+00:00,us-south,us-south-cluster-1,a100,83,0,0.14
2025-06-04T21:00:00+00:00,us-west,us-west-cluster-1,a100,61,7,0.74
2025-06-04T21:00:00+00:00,us-east,us-east-cluster-1,a100,60,3,0.48
2025-06-04T21:00:00+00:00,us-south,us-south-cluster-1,a100,70,2,0.2
2025-06-04T22:00:00+00:00,us-west,us-west-cluster-1,a100,67,4,0.43
2025-06-04T22:00:00+00:00,us-east,us-east-cluster-1,a100,49,13,0.94
2025-06-04T22:00:00+00:00,us-south,us-south-cluster-1,a100,64,7,0.32
2025-06-04T23:00:00+00:00,us-west,us-west-cluster-1,a100,51,9,0.56
2025-06-04T23:00:00+00:00,us-east,us-east-cluster-1,a100,50,12,0.95
2025-06-04T23:00:00+00:00,us-south,us-south-cluster-1,a100,82,0,0.25
2025-06-05T00:00:00+00:00,us-west,us-west-cluster-1,a100,76,2,0.41
2025-06-05T00:00:00+00:00,us-east,us-east-cluster-1,a100,51,10,1.04
2025-06-05T00:00:00+00:00,us-south,us-south-cluster-1,a100,83,0,0.27
2025-06-05T01:00:00+00:00,us-west,us-west-cluster-1,a100,52,6,0.42
2025-06-05T01:00:00+00:00,us-east,us-east-cluster-1,a100,63,8,0.7
2025-06-05T01:00:00+00:00,us-south,us-south-cluster-1,a100,82,1,0.25
2025-06-05T02:00:00+00:00,us-west,us-west-cluster-1,a100,60,4,0.54
2025-06-05T02:00:00+00:00,us-east,us-east-cluster-1,a100,43,8,0.91
2025-06-05T02:00:00+00:00,us-south,us-south-cluster-1,a100,76,2,0.09
2025-06-05T03:00:00+00:00,us-west,us-west-cluster-1,a100,68,4,0.61
2025-06-05T03:00:00+00:00,us-east,us-east-cluster-1,a100,52,8,0.86
2025-06-05T03:00:00+00:00,us-south,us-south-cluster-1,a100,61,5,0.2
2025-06-05T04:00:00+00:00,us-west,us-west-cluster-1,a100,81,1,0.41
2025-06-05T04:00:00+00:00,us-east,us-east-cluster-1,a100,63,6,0.77
2025-06-05T04:00:00+00:00,us-south,us-south-cluster-1,a100,60,4,0.23
2025-06-05T05:00:00+00:00,us-west,us-west-cluster-1,a100,61,6,0.7
2025-06-05T05:00:00+00:00,us-east,us-east-cluster-1,a100,57,9,1.11
2025-06-05T05:00:00+00:00,us-south,us-south-cluster-1,a100,68,5,0.26
2025-06-05T06:00:00+00:00,us-west,us-west-cluster-1,a100,51,9,0.58
2025-06-05T06:00:00+00:00,us-east,us-east-cluster-1,a100,52,9,0.98
2025-06-05T06:00:00+00:00,us-south,us-south-cluster-1,a100,79,1,0.19
2025-06-05T07:00:00+00:00,us-west,us-west-cluster-1,a100,64,5,0.59
2025-06-05T07:00:00+00:00,us-east,us-east-cluster-1,a100,41,13,1.28
2025-06-05T07:00:00+00:00,us-south,us-south-cluster-1,a100,75,2,0.21
2025-06-05T08:00:00+00:00,us-west,us-west-cluster-1,a100,11,20,2.15
2025-06-05T08:00:00+00:00,us-east,us-east-cluster-1,a100,0,39,4.06
2025-06-05T08:00:00+00:00,us-south,us-south-cluster-1,a100,70,6,0.68
2025-06-05T09:00:00+00:00,us-west,us-west-cluster-1,a100,10,23,2.54
2025-06-05T09:00:00+00:00,us-east,us-east-cluster-1,a100,0,41,4.2
2025-06-05T09:00:00+00:00,us-south,us-south-cluster-1,a100,53,7,0.83
2025-06-05T10:00:00+00:00,us-west,us-west-cluster-1,a100,3,25,2.55
2025-06-05T10:00:00+00:00,us-east,us-east-cluster-1,a100,0,40,4.1
2025-06-05T10:00:00+00:00,us-south,us-south-cluster-1,a100,65,7,0.79
2025-06-05T11:00:00+00:00,us-west,us-west-cluster-1,a100,15,21,2.22
2025-06-05T11:00:00+00:00,us-east,us-east-cluster-1,a100,0,31,3.56
2025-06-05T11:00:00+00:00,us-south,us-south-cluster-1,a100,58,6,0.67
2025-06-05T12:00:00+00:00,us-west,us-west-cluster-1,a100,0,39,3.72
2025-06-05T12:00:00+00:00,us-east,us-east-cluster-1,a100,0,64,6.25
2025-06-05T12:00:00+00:00,us-south,us-south-cluster-1,a100,56,10,1.21
2025-06-05T13:00:00+00:00,us-west,us-west-cluster-1,a100,0,36,3.64
2025-06-05T13:00:00+00:00,us-east,us-east-cluster-1,a100,0,61,5.94
2025-06-05T13:00:00+00:00,us-south,us-south-cluster-1,a100,52,8,1.06
2025-06-05T14:00:00+00:00,us-west,us-west-cluster-1,a100,0,38,3.7
